1-B ,Nazimabad,0
1-B , Bara Maidan,1
1-B , Lasbela,2
1-B , Lawrence Road,3
1-B , Barness Street,4
1-B , Bandar Road,5
1-B , Tower,6
1-C ,M.P.R Colony,0
1-C , Qasba Colony,1
1-C , Banaras Colony,2
1-C , Pathan Colony,3
1-C , S.I.T.E,4
1-C , Habib Bank,5
1-C , Bismillah Hotel,6
1-C , Gandhi Garden,7
1-C , Garden Road,8
1-C , Plaza,9
1-C , Regal,10
1-C , Shahrah-e-Liaquat,11
1-C , National Museum,12
1-C , Tower,13
1-C , Sultanabad,14
1-D ,Ittehad Town,0
1-D , Orangi Township,1
1-D , Banaras Colony,2
1-D , Pathan Colony,3
1-D , Petrol Pump,4
1-D , Liaquatabad No.10,5
1-D , Liaquatabad,6
1-D , Post Office,7
1-D , Teen Hatti,8
1-D , Jehangir Road,9
1-D , Empress Market,10
1-D , Cantt Station,11
1-E ,manzoor colony,0
1-E , bismillah pul,1
1-E , mehmoodabad no 6,2
1-E , mehmoodabad no.5,3
1-E , mehmoodabad no.4,4
1-E , mehmoodabad no.3,5
1-E , mehmoodabad no.2,6
1-E , mehmoodabad no.1,7
1-E , corporation,8
1-E , parsi colony,9
1-E , kalapul,10
1-E , jinnah hospital,11
1-E , regent plaza,12
1-E , lucky star,13
1-E , Saddar,14
1-E , numaish,15
1-E , gurumandir,16
1-E , patel para,17
1-E , lasbela,18
1-E , golimar,19
1-E , petrol pump,20
1-E , nazimabad,21
1-E , habib bank,22
1-E , orangi no 4,23
1-E , orangi no 10,24
1-E , faqeer colony,25
1-F ,Naval Colony,0
1-F , Mauripur,1
1-F , Gulbai Chowk,2
1-F , Tower,3
1-F , Juna Market,4
1-F , Ramswami,5
1-F , Valika,6
1-F , Orangi Township No.10,7
1-G ,M.W Tower,0
1-G , Frere Road,1
1-G , Saddar,2
1-G , Numaish,3
1-G , Guru Mandir,4
1-G , Teen Hatti,5
1-G , Liaquatabad No.10,6
1-G , Petrol Pump,7
1-G , Nazimabad No.2,8
1-G , Gandhi Chowk,9
1-G , Paposh Nagar,10
1-G , Abdullah College,11
1-G , Metro Cinema,12
1-G , Data Chowk Orangi Town,13
1-H ,Gulshan-e-Bahar,0
1-H , Orangi Sector No.14,1
1-H , Orangi Sector No.13,2
1-H , Orangi Sector No.7,3
1-H , Orangi Sector No.5,4
1-H , Qadafi Chowk,5
1-H , Qasba Mour,6
1-H , Banaras Colony,7
1-H , Valika Hospital,8
1-H , Valika Mill,9
1-H , Habib Bank,10
1-H , S.I.T.E,11
1-H , Post Office,12
1-H , Ghani Chowk,13
1-H , Shershah,14
1-H , Miran Naka,15
1-H , Chakiwara,16
1-H , Lee Market,17
1-H , Kharadar,18
1-H , Jamat Khana,19
1-H , Tower,20
1-H , Keamari,21
1-L ,Raees Amrohi Colony,0
1-L , Islam Chowk,1
1-L , Nishan-e-Hyder Chowk,2
1-L , Orangi No.5,3
1-L , Habib Bank,4
1-L , Bara Road,5
1-L , Bismillah Hotel,6
1-L , Garden,7
1-L , Saddar,8
1-L , Jinnah Hospital,9
1-L , Akhter Colony,10
1-L , Qayyumabad,11
1-L , Korangi Industrial Area,12
1-L , Sharifabad,13
11-A ,Gulistan-e-Jouhar,0
11-A , Safari Park,1
11-A , NIPA,2
11-A , Civic Centre,3
11-A , Sabzi Mandi,4
11-A , Jail Road,5
11-A , Hyderabad Colony,6
11-A , Guru Mandir,7
11-A , Numaish,8
11-A , Saddar,9
11-A , Regal,10
11-A , Saeed Manzil,11
11-A , M.A Jinnah Road,12
11-C ,Azam Basti,0
11-C , Corporation,1
11-C , Kalapul,2
11-C , Jinnah Hospital,3
11-C , Saddar,4
11-C , 7th Day Hospital,5
11-C , Numaish,6
11-C , Guru Mandir,7
11-C , Islamia College,8
11-C , Jail Road,9
11-C , New Town Police Station,10
11-C , Sabzi Mandi,11
11-C , Civic Centre,12
11-C , Urdu College,13
11-C , NIPA Chowrangi,14
11-C , Safari Park,15
11-C , University Road,16
11-C , Safoora Goth,17
17-H ,Saddar,0
17-H , Jinnah Central Hospital,1
17-H , Kala Pul,2
17-H , Defence Market,3
17-H , Akhter Colony,4
17-H , Korangi Crossing,5
17-H , Korangi No.1,6
17-H , Korangi No.2-1/2,7
17-H , Korangi No.4,8
17-H , Korangi No.5-1/2,9
17-H , Dhobi Ghat,10
17-I ,Ghous Pak,0
17-I , Coast Guard,1
17-I , Korangi No.2,2
17-I , Nasir Colony,3
17-I , Chamra Chowrangi,4
17-I , Brookse Chowrangi,5
17-I , Akhter Colony,6
17-I , Defence Mour,7
17-I , Kalapul,8
17-I , Jinnah Hospital,9
17-I , Lucky Star,10
17-I , Saddar,11
17-I , Numaish,12
17-I , Guru Mandir,13
17-I , Islamia College,14
17-I , Jail Chowrangi,15
17-I , New Town,16
17-I , Agha Khan Hospital,17
17-I , National Stadium,18
17-I , Drive-in Cinema,19
17-I , Aladin Park,20
17-I , NIPA Chowrangi,21
17-I , Kala Board,22
17-I , Safari Park,23
17-I , Jauhar Chowrangi,24
17-I , Pahalwan Goth,25
17-J ,Babar Market,0
17-J , Landhi No.3 1/2,1
17-J , Landhi No.5,2
17-J , Korangi No.6,3
17-J , Korangi No.5,4
17-J , Korangi No.3,5
17-J , Korangi No.1,6
17-J , Korangi Crossing,7
17-J , Qayumabad,8
17-J , Akhtar Colony,9
17-J , Defence Society,10
17-J , Kala Pul,11
17-J , Jinnah Hospital,12
17-J , Luck Star Hotel,13
17-K ,Khadda Quaters,0
17-K , Hospital Chowrangi,1
17-K , Market No.6,2
17-K , Gul Ahmed Textile Mills,3
17-K , Quaidabad,4
17-K , Dhobi Ghat,5
17-K , Dawood Chowrangi,6
17-K , Mansehra Colony,7
17-K , Korangi No.6,8
17-K , Qayyumabad,9
17-K , Murtaza Chowrangi,10
17-K , Defence Society,11
17-K , Singer Chowrangi,12
17-K , Jinnah Hospital,13
17-K , Bilal Chowrangi,14
17-K , Raja Ghazanfar Ali Road,15
17-K , Vita Chowrangi,16
17-K , Chamra Chowrangi,17
17-K , Brookse Chowrangi,18
17-K , Akhter Colony,19
17-K , Defence Mour,20
17-K , Kala Pul,21
17-K , Jinnah Hospital,22
17-K , Lucky Star,23
17-K , Saddar,24
19-D ,Faqir Colony,0
19-D , Hub River Road,1
19-D , Shershah,2
19-D , Chakiwara,3
19-D , Lee Market,4
19-D , Haji Camp,5
19-D , Jamila Street,6
19-D , Nishter Road,7
19-D , Baba-e-Urdu Road,8
19-D , Shahra-e-Liaquat,9
19-D , Fresco Chowk,10
19-D , Mohammad-Bin-Qasim Road,11
19-D , M.A Jinnah Road,12
19-D , Mansfield Street,13
19-D , Empress Market,14
19-D , Mir Karam Ali Talpur Road,15
19-D , Wellington Street,16
19-D , Cantt Station,17
19-D , Clifton,18
19-D , Delhi Colony,19
19-D , Gizri,20
2-C ,Rehmania Mour,0
2-C , Khawaja Ajmeer Nagri,1
2-C , Baradari,2
2-C , Disco Mour,3
2-C , Nusrat Bhutto Colony,4
2-C , Abdullah College,5
2-C , Nazimabad No.7,6
2-C , Petrol Pump,7
2-C , lasbela,8
2-C , Patel Para,9
2-C , Guru Mandir,10
2-C , Numaish,11
2-C , Saddar,12
2-C , Frere Road,13
2-C , Jama Cloth Market,14
2-C , Tower,15
2-D ,F.B Area,0
2-D , Noorani Masjid,1
2-D , Peoples Colony,2
2-D , Imam Bara,3
2-D , Humayun Road,4
2-D , K.D.A Office,5
2-D , North Nazimabad,6
2-D , Board Office,7
2-D , Nazimabad No.7,8
2-D , Petrol Pump,9
2-D , Lasbella,10
2-D , Sabil Wali Masjid,11
2-D , Soldier Bazar,12
2-D , Saddar,13
2-D , Frere Road,14
2-D , M.W Tower,15
2-D , Noorani Masjid,16
2-K ,North Nazimabad Block M,0
2-K , Shahra-e-Jahangir,1
2-K , Water Pump,2
2-K , Hyderi,3
2-K , Paposh Nagar,4
2-K , Bara Maidan,5
2-K , Nazimabad No.2,6
2-K , Petrol Pump,7
2-K , Guru Mandir,8
2-K , Saddar,9
2-K , Burns Road,10
2-K , Tower,11
2-K , Keamari,12
20,Shirin Jinnah Colony,0
20, Clifton,1
20, Mehata Palace,2
20, Clifton Bridge,3
20, Bagh-e-Jinnah,4
20, Metropole Hotel,5
20, Lucky Star,6
20, Saddar,7
20, Garden,8
20, Old Golimar,9
20, Bara Board,10
20, Habib Bank,11
20, Valika Stop,12
20, Police Station,13
20, S.I.T.E,14
20, Labour Square,15
20, Rashidabad,16
22-A ,Rashidabad,0
22-A , Bihar Colony,1
22-A , Ghani Chowrangi,2
22-A , Shershah,3
22-A , Chakiwara,4
22-A , Lee Market,5
22-A , Haji Camp Road,6
22-A , Nishter Road,7
22-A , Baba-e-Urdu,8
22-A , Frere Road,9
22-A , Court Road,10
22-A , Sarwar Shaheed Road,11
22-A , Shahrah-e-Iraq,12
22-A , Masjid-e-Khizra,13
22-A , Burns Road,14
22-A , M.A Jinnah Road,15
22-A , Cantt Station,16
22-B ,Agra taj Colony,0
22-B , Kalri,1
22-B , Baghdadi,2
22-B , Moosa Lane,3
22-B , Kharadar,4
22-B , Khajeer Bazar,5
22-B , Lea Market,6
22-B , Purani Haji Camp,7
22-B , Ranchore Lines,8
22-B , Shoe Market,9
22-B , Garden,10
22-B , Pakistan Quarters,11
22-B , Khawaja Jamat Khana,12
22-B , Lasbela,13
22-B , Teen Hatti,14
22-B , New Town,15
22-B , Liaquat Hospital,16
22-B , Dhoraji Society,17
22-B , National Stadium,18
22-B , National Cement Factory,19
22-B , Naval Quaters,20
22-B , Labour Quaters,21
22-B , Drigh Road,22
22-B , Natha Khan Goth,23
22-B , Airport,24
22-B , Malir,25
22-B , Landhi,26
22-B , Quaidabad,27
22-B , Qazafi Town,28
4,New Karachi,0
4, K.D.A Office,1
4, Hyderi,2
4, State Bank Quarters,3
4, Board Office,4
4, Nazimabad No.1,5
4, Petrol Pump,6
4, Lasbela,7
4, Ranchor Lane,8
4, Juna Market,9
4, Napier Road,10
4, Tower ,11
4-B ,New Karachi,0
4-B , Industrial Area,1
4-B , Karimabad,2
4-B , Liaquatabad,3
4-B , Teen Hatti,4
4-B , Guru Mandir,5
4-B , M.A Jinnah Road,6
4-B , Bandar Road,7
4-B , Preedy Street,8
4-B , Police Station,9
4-B , Saddar,10
4-C ,New Karachi Block 5-F,0
4-C , Industrial Area,1
4-C , Karimabad,2
4-C , Liaquatabad,3
4-C , Teen Hatti,4
4-C , Goro Mandir,5
4-C , M.A Jinnah Road,6
4-C , Bandar Road,7
4-C , Preedy Street,8
4-C , Police Station,9
4-C , Saddar,10
4-G ,Nai Abadi,0
4-G , Power House,1
4-G , Saleem Centre,2
4-G , U.P Mour,3
4-G , Nagan Chowrangi,4
4-G , Sakhi Hassan ,5
4-G , Hyderi,6
4-G , Board Office,7
4-G , Petrol Pump,8
4-G , Liaquatabad No.10,9
4-G , Post Office,10
4-G , Teen Hatti,11
4-G , Guru Mandir,12
4-G , Numaish,13
4-G , Saddar,14
4-G , Empress Market,15
4-G , Frere Road,16
4-G , Burns Road,17
4-G , M.A Jinnah Road,18
4-G , Tower,19
4-H ,Surjani Town,0
4-H , Yousuf Goth,1
4-H , Lal Market,2
4-H , New Karachi,3
4-H , Water Pump,4
4-H , Karimabad,5
4-H , Liaquatabad No. 10,6
4-H , Teen Hatti,7
4-H , Goro Mandir,8
4-H , 7th Day Hospital,9
4-H , Empress Market,10
4-H , Lucky Star,11
4-H , Jinnah Hospital,12
4-H , Cantt Stations,13
4-H , Clifton Bridge,14
4-H , Gizri,15
4-H , Sea View,16
4-J ,Nai Abadi,0
4-J , Saleem Centre,1
4-J , Nagan Chowrangi,2
4-J , Sakhi Hassan,3
4-J , Hyderi,4
4-J , Board Office,5
4-J , Petrol Pump,6
4-J , Liaquatabad No.10,7
4-J , Teen Hatti,8
4-J , Guru Mandir,9
4-J , M.A Jinnah Road,10
4-J , Tower,11
4-K ,Kali Market,0
4-K , New Karachi,1
4-K , K.D.A Office,2
4-K , Al-Hyderi,3
4-K , State Bank Quarters,4
4-K , Nazimabad No.7,5
4-K , Petrol Pump,6
4-K , Lasbella,7
4-K , Guru Mandir,8
4-K , Numaish Chowrangi,9
4-K , Saddar,10
4-K , Empress Market,11
4-K , Regal,12
4-K , Tibet Centre,13
4-K , Bander Road,14
4-K , Tower,15
4-L ,Maymar Complex ,0
4-L , Al-Asif Plaza,1
4-L , Sohrab Goth,2
4-L , Water Pump,3
4-L , Karimabad,4
4-L , Liaquatabad,5
4-L , Teen Hatti,6
4-L , Numaish,7
4-L , Saddar,8
4-L , Empress Market,9
4-L , Burns Road,10
4-L , M.A Jinnah Road,11
4-L , Tower,12
4-Q ,Faqeer Colony,0
4-Q , Hub River Road,1
4-Q , Shershah,2
4-Q , Chakiwara,3
4-Q , Lee Market,4
4-Q , Haji Camp,5
4-Q , Jamila Street,6
4-Q , Nishter Road,7
4-Q , Baba Urdu Road,8
4-Q , Shahrah-e-Liaquat,9
4-Q , Fresco Chowk,10
4-Q , Mohammad-Bin-Qasim Road,11
4-Q , M.A Jinnah Road,12
4-Q , Mansfield Street,13
4-Q , Empress Market,14
4-Q , Mir Karim Ali Talpur Road,15
4-Q , Wellington Street,16
4-Q , Cantt Station,17
4-Q , Clifton,18
4-Q , Dehli Colony,19
4-Q , Gizri,20
4-Q , Zamzama Neelam Colony,21
4-Q , Abdullah Shah Ghazi,22
4-Q , Khayaban-e-Saadi,23
4-Q , Bilawal Chowrangi,24
4-Q , Kharkar Chowrangi,25
4-S ,Surjani Town,0
4-S , Do Minute Chowrangi,1
4-S , Saleem Centre,2
4-S , U.P Mour,3
4-S , Nagan Chowrangi,4
4-S , Shadman Town,5
4-S , Sakhi Hassan,6
4-S , Hyderi,7
4-S , Board Office,8
4-S , Nazimabad No.7,9
4-S , Nazimabad No.6,10
4-S , Nazimabad Chowrangi,11
4-S , Lasbella House,12
4-S , Guru Mandir,13
4-S , Numaish,14
4-S , M.A Jinnah Road,15
4-S , Eidgah,16
4-S , Tower,17
45-A ,Khokrapar No.4,0
45-A , Saudabad,1
45-A , Liaquat Market,2
45-A , Jinnah Square,3
45-A , Mohabbat Nagar,4
45-A , Malir15,5
45-A , Star Gate,6
45-A , Drigh Road Station,7
45-A , Drive-in-Cinema,8
45-A , NIPA Chowrangi,9
45-A , Hassan Square,10
45-A , Nazimabad,11
45-A , Petrol Pump,12
45-A , Habib Bank,13
45-A , Naurus Chowrangi,14
45-A , Ghani Chowrangi,15
45-A , Shershah,16
45-A , Hub River Road,17
5,Al-Noor Society,0
5, Gulberg,1
5, Water Pump,2
5, Aisha Manzil,3
5, Karimabad Chowrangi,4
5, Liaquatabad,5
5, Teen Hatti,6
5, P.I.B Colony,7
5, Jamshed Road,8
5, Guru Mandir,9
5, Numaish Chowrangi,10
5, M.A Jinnah Road,11
5, Bandar Road,12
5, Keamari,13
5-C ,Gulberg Chowrangi,0
5-C , Rahimabad,1
5-C , K.D.A Pump House,2
5-C , Wahadat Colony,3
5-C , Saghirabad,4
5-C , Nasirabad,5
5-C , Dastagir Colony,6
5-C , Azizabad,7
5-C , Aisha Manzil,8
5-C , Karimabad,9
5-C , Liaquatabad,10
5-C , Teen Hatti,11
5-C , Guru Mandir,12
5-C , M.A Jinnah Road,13
5-C , Saddar,14
5-C , Empress Market,15
5-C , Burns Road,16
5-C , Tower,17
5-D ,Musa Colony,0
5-D , Federal B. Area,1
5-D , Liaquatabad No.10,2
5-D , Teen Hatti,3
5-D , Guru Mandir,4
5-D , Old Exhibition,5
5-D , Empress Market,6
5-D , Frere Road,7
5-D , Burns Road,8
5-D , Bandar Road,9
5-D , Tower,10
5-D , Dockyard,11
51-C ,Chamra Chowrangi,0
51-C , Vita Chowrangi,1
51-C , Bilal Chowrangi,2
51-C , Singer Chowrangi,3
51-C , Murtaza Chowrangi,4
51-C , Dawood Chowrangi,5
51-C , Quaidabad,6
51-C , Malir 15,7
51-C , Kala Board Malir,8
51-C , Malir Halt,9
51-C , Jinnah Airport Entrance,10
51-C , Star Gate,11
51-C , Drigh Road Station,12
51-C , Millenium Mall,13
51-C , Jauhar Mour,14
51-C , Aladin Park,15
51-C , NIPA,16
51-C , Gulshan-e-Iqbal Chowrangi,17
51-C , Moti Mehal,18
51-C , Fazal Mills,19
51-C , Sohrab Goth,20
51-C , Al-Asif Square,21
51-C , Khuda Ki Basti,22
51-C , New Sabzi Mandi,23
52-A ,Labour Square,0
52-A , Gul Mohammad Chowrangi,1
52-A , Metropolitan Steel Corporation,2
52-A , Qazafi Town,3
52-A , Quaidabad,4
52-A , Landhi,5
52-A , Malir City,6
52-A , Drigh Road,7
52-A , Jail Road,8
52-A , Nishter Road,9
52-A , Lee Market,10
52-A , Agha Khan Jamat Khana,11
52-A , G.Allana Road,12
52-A , Khaja Jamat Khana,13
52-A , Dockyard,14
52-A , Fisheries,15
6,Fayyaz Plaza,0
6, Dastagir Colony,1
6, Azizabad,2
6, Karimabad,3
6, Liaquatabad,4
6, Teen Hatti,5
6, Goro Mandir,6
6, M.A Jinnah Road,7
6, Saddar,8
6, Empress Market,9
6, Bruns Road,10
6, Tower,11
6-B ,Yasinabad,0
6-B , Alliaabad,1
6-B , Hussainabad,2
6-B , Karimabad,3
6-B , Liaquatabad No.10,4
6-B , Petrol Pump,5
6-B , Nazimabad Chowrangi,6
6-B , Golimar,7
6-B , Lasbela,8
6-B , Goro Mandir,9
6-B , M.A Jinnah Road,10
6-B , Saddar,11
6-B , Buns Road,12
6-B , Light House,13
6-B , Tower,14
60,Sindhi Hotel,0
60, New Karachi,1
60, Manhgopir Road,2
60, Banaras Colony,3
60, Valika Mills,4
60, Bara Board,5
60, Rexer Lines,6
60, Dhobi Ghat,7
60, Lee Market,8
61-A ,Pakistan Refinery,0
61-A , Crossing,1
61-A , Qayyumabad,2
61-A , Akhter Colony,3
61-A , Defence Mour,4
61-A , Kala Pul,5
61-A , Jinnah Hospital,6
61-A , Lucky Star,7
61-A , Saddar.,8
7-C ,Dockyard,0
7-C , Agha Khan Jamat Khana,1
7-C , Lee Market,2
7-C , Chakiwra,3
7-C , Miran Naka,4
7-C , Shershah,5
7-C , Habib Bank,6
7-C , Bara Board,7
7-C , Muslim League Quarters,8
7-C , Nazimabad Chowrangi,9
7-C , Liaquatabad Post Office,10
7-C , Liaquatabad No.10,11
7-C , Karimabad,12
7-C , Imam Bara,13
7-C , Dr. Ziauddin Hospital,14
7-C , Peoples Chowrangi,15
7-C , Saifee Technology College,16
7-C , Bufferzone.,17
7-H ,Keamari,0
7-H , Tower,1
7-H , Bolton Market,2
7-H , Eidgah,3
7-H , Ranchore Line,4
7-H , Garden,5
7-H , Lasbela,6
7-H , Post Office,7
7-H , Sindhi Hotel,8
7-H , New Town,9
7-H , Civic Centre,10
7-H , NIPA,11
7-H , University Road,12
7-H , Safoora Goth,13
7-K ,Safoora Goth ,0
7-K , PIA Society,1
7-K , Pahalwan Goth,2
7-K , Jauhar Chowrangi,3
7-K , Aladin Park,4
7-K , NIPA Chowrangi,5
7-K , Gulshan Chowrangi,6
7-K , Sohrab Goth,7
7-K , Power House,8
7-K , Nagan Chowrangi,9
7-K , Sakhi Hassan,10
7-K , Hyderi,11
7-K , KDA Chowrangi,12
7-K , Petrol Pump,13
7-K , Habib Bank,14
7-K , Naurus Chowrangi,15
7-K , Ghani Chowrangi,16
7-K , Shershah,17
7-K , Gulbai,18
7-K , PAF Gate Masroor,19
8,P.I.B Colony,0
8, Hyderabad Colony,1
8, Guru Mandir,2
8, M.A Jinnah Road,3
8, Bandar Road,4
8, Tower,5
8-A ,P.I.B Colony,0
8-A , Hyderabad Colony,1
8-A , Guru Mandir,2
8-A , M.A Jinnah Road,3
8-A , Frere Street,4
8-A , Preedy Street,5
8-A , Frere Road,6
8-A , Ingle Road,7
8-A , Mcleod Road,8
8-A , Napier Road,9
8-A , Keamari,10
Abaseen Coach ,Ittehad Town,0
Abaseen Coach , Orangi No.11 1/2,1
Abaseen Coach , Chisti Nagar,2
Abaseen Coach , Islam Chowk,3
Abaseen Coach , Orangi No.10,4
Abaseen Coach , Orangi No.4,5
Abaseen Coach , Metroville,6
Abaseen Coach , SITE,7
Abaseen Coach , Valika Mill,8
Abaseen Coach , Habib Bank,9
Abaseen Coach , Old Golimar,10
Abaseen Coach , Garden,11
Abaseen Coach , Plaza,12
Abaseen Coach , Jama Cloth,13
Abaseen Coach , Tower,14
Abaseen Coach , Keamari,15
Abaseen Coach , Shirin Jinnah Colony,16
Abaseen Coach , Clifton.,17
Adam Coach ,Ittehad Town,0
Adam Coach , Muhammadi Chowk,1
Adam Coach , Orangi No.10,2
Adam Coach , Orangi No.5,3
